created_at,full_text,sentiment,compound
Tue Sep 10 16:44:30 +0000 2024,The media desperately wants you to ignore these stories. Kamala Harris opened up our border and American kids are dead because of her. She should answer directly for how her policies caused this.,negative,-0.8555
Tue Sep 10 13:09:57 +0000 2024,This an extraordinary testimonial of how illegal immigration affects the lives of American citizens.,negative,-0.5574
Tue Sep 10 02:30:55 +0000 2024,"Senator @JDVance on fire at the @theallinpod Summit today 🔥  ""What Kamala Harris has done at the border, it's not just bad economically, it's not just bad for public safety, she has eroded the very foundation of the social contract in this country.""",positive,0.7269
Mon Sep 09 23:01:20 +0000 2024,"153 arrests. Of course many who commit these crimes are never arrested.   Kamala Harris invited these people in to our country.   On November 5, we're going to send her packing.",positive,0.2153
Mon Sep 09 14:22:11 +0000 2024,"Months ago, I raised the issue of Haitian illegal immigrants draining social services and generally causing chaos all over Springfield, Ohio.  Reports now show that people have had their pets abducted and eaten by people who shouldn't be in this country. Where is our border czar?",negative,-0.891
Sat Sep 07 23:41:45 +0000 2024,"Kamala Harris is the sitting vice president and let in millions of illegal aliens, driving up the cost of housing and dumping millions of people into already-struggling communities.   Remember that when she talks about an ""opportunity economy.""",negative,-0.4767
Sat Sep 07 15:40:55 +0000 2024,Why does Kamala Harris want less protection for our kids in schools?   This is a guaranteed way to endanger our kids.,positive,0.0772
Sat Sep 07 03:03:51 +0000 2024,I am so honored to receive the Fraternal Order of Police official endorsement for President of the United States. Thank you!,positive,0.8997
Sat Sep 07 00:07:58 +0000 2024,"Our Border Patrol agents want nothing more than to do their job.  Kamala Harris made that impossible when she suspended deportations, ended Remain-in-Mexico, and reimplemented catch and release.  President Trump and I will empower law enforcement to secure our border on Day One.",negative,-0.1027
Fri Sep 06 17:40:43 +0000 2024,".@JDVance at the southern border: ""Re-implement Title 42, the Remain in Mexico Policy worked, re-implement deportations, you've got to be willing to send people back who cross that border illegally and end the asylum fraud.""",neutral,0.0
Fri Sep 06 03:31:45 +0000 2024,"Kamala wants to take security out of our schools instead of protecting our children. Instead of addressing her own failures, she lies about what I said.   More desperation from the biggest fraud in American politics.",negative,-0.8883
Thu Sep 05 20:57:52 +0000 2024,Walking around Old Town Scottsdale this morning. After 20 minutes in the Arizona heat the Vance kids were done 😂,neutral,0.0
Thu Sep 05 17:48:59 +0000 2024,"Huge News: President Trump announces his new policy plan to cut taxes for companies that create jobs in America and raise tariffs on corporations shipping our jobs overseas. Unlike Kamala Harris, we're going to put America FIRST once again!",positive,0.3802
Thu Sep 05 16:09:11 +0000 2024,"The border disaster is a policy choice, authored by Kamala Harris.   It has driven up the cost of housing and flooded our country with illegal drugs.   It will end on the first day of Donald J. Trump's presidency.",negative,-0.8271
Thu Sep 05 02:35:08 +0000 2024,"J.D. VANCE: ""I want my kids to grow up in a country where our neighborhoods are safe enough that they can make a mistake without it taking their life. And I want them to be able to deal with their childhood mistakes and with their problems and with their sins at church, instead…",negative,-0.7269
Wed Sep 04 20:58:48 +0000 2024,"Our hearts go out to everyone affected by this despicable violence just days into the new school year.  We are keeping the victims, their families, and the whole community of Winder, Georgia in our prayers this evening.",negative,-0.7906
Wed Sep 04 19:59:58 +0000 2024,"To everyone asking, I can confirm Atlas has bitten zero Secret Service agents.  I've had dogs my whole life. Atlas isn't even 10 months old and is already an all-time great dog.",positive,0.6249
Wed Sep 04 16:27:11 +0000 2024,"Kamala Harris is feeling joyful because she got a promotion without winning a single vote.   Meanwhile, more and more Americans suffer under her policies.",negative,-0.2856
Wed Sep 04 13:54:56 +0000 2024,This was a fun day!,positive,0.5562
Wed Sep 04 13:36:39 +0000 2024,The Kamala Harris economy has been great for illegal aliens. Not so great for American citizens.   We need to get President Trump back and close the border!,positive,0.7088
Wed Sep 04 00:25:06 +0000 2024,".@JDVance: ""If Kamala Harris wants to protect U.S. Steel, I wonder if she knows anyone in a position of authority, like maybe the Vice President of the United States. She is currently in a position to block this transaction.""",positive,0.6486
Tue Sep 03 17:30:08 +0000 2024,Great interview with President Trump here,positive,0.6249
Tue Sep 03 02:05:06 +0000 2024,"As Kamala Harris talks a big game about standing up for workers, remember that her administration wanted to fire hundreds of thousands of people for refusing the COVID shot.   It's all fake, like her entire campaign. Talking points borrowed from President Trump to hide her record",negative,-0.7506
Mon Sep 02 20:10:25 +0000 2024,Hoping everyone's OK,positive,0.694
Mon Sep 02 17:19:54 +0000 2024,"Happy Labor Day, especially to the workers--past and present--who built this country.   President Trump and I will always stand for the people who get up every morning and keep this country going.",positive,0.5719
Mon Sep 02 16:13:15 +0000 2024,"We grieve the senseless death of the Israeli Hostages, horrifically including a wonderful American Citizen, Hersh Goldberg-Polin, murdered by Hamas due to a complete lack of American Strength and Leadership. Make no mistake — This happened because Comrade Kamala Harris and…",negative,-0.93
Mon Sep 02 00:31:22 +0000 2024,A message from gold star families...,neutral,0.0
Sun Sep 01 14:03:04 +0000 2024,"Darin Hoover, Father of Staff Sgt. Taylor Hoover…",neutral,0.0
Sun Sep 01 13:39:23 +0000 2024,"The media tried to make a story out of Trump showing up.   The real story is that these families lost their loved ones because Kamala Harris is incompetent, and they're rightfully pissed off about it.",negative,-0.6908
Sat Aug 31 16:54:20 +0000 2024,President Trump was there at the invitation of families whose loved ones died because of your incompetence.   Why don’t you get off social media and go launch an investigation into their unnecessary deaths?,negative,-0.4588
Sat Aug 31 13:06:18 +0000 2024,"Judge for yourself, but do you think Dana was as tough with Kamala as with me? No, of course not.   But I don't care. I'm running to be the people's Vice President.  If you respect this country, you should go anywhere, talk to anyone, and make your pitch. The people deserve it.",positive,0.5279
Fri Aug 30 13:08:26 +0000 2024,"""Kamala Harris can say that she's changed her mind on American energy, or on the police, or on immigration...If she's changed her mind, why doesn't she enact these policies now and make Americans better off?"" - @JDVance 🎯",positive,0.6124
Thu Aug 29 20:33:46 +0000 2024,BREAKING: I have gotten ahold of the full Kamala Harris CNN interview.,neutral,0.0
Thu Aug 29 18:43:00 +0000 2024,This is so obvious. This entire scandal is so fake.   Fake Kamala attacking DJT for honoring those who died instead of firing the people responsible for their deaths.,negative,-0.9197
Thu Aug 29 17:31:38 +0000 2024,"President Trump and I will go anywhere and speak to anybody. Today I was honored to speak at the IAFF convention.   To all the firefighters and first responders, especially those who lost theirs jobs because of Kamala's vaccine mandate, we're going to fight for you!",negative,-0.1669
Thu Aug 29 13:20:21 +0000 2024,"Thanks to Kamala Harris and her incompetence, a lot of low-income seniors are struggling to get the food they need. What an absolute disgrace.   I'm sure the illegal aliens she invited in are enjoying their free healthcare, though.",negative,-0.25
Thu Aug 29 01:28:03 +0000 2024,I wonder if this cat knows...,neutral,0.0
Thu Aug 29 01:14:06 +0000 2024,".@JDVance: ""60% of Wisconsin businesses aren't hiring right now. That's because of Kamala Harris's policies... 70% of Wisconsin workers say that their pay has not kept up with the price of housing and the price of groceries... Kamala Harris now wants a promotion. Are we going to…",negative,-0.1027
Wed Aug 28 21:55:59 +0000 2024,Me talking to my 2 year old:,neutral,0.0
Wed Aug 28 21:31:26 +0000 2024,Thank you Erie for such a great visit. Let's win Pennsylvania!,positive,0.8932
Wed Aug 28 20:41:27 +0000 2024,".@JDVance: ""If you think groceries are bad, wait until Kamala Harris makes every American trucker drive an electric truck. If you think car prices are bad, wait until Kamala Harris makes everybody buy a Chinese-made electric vehicle. If you think housing prices are bad, wait…",negative,-0.8885
Wed Aug 28 17:33:59 +0000 2024,"An incredible interview. A few critical points so far:  1) Kamala Harris doesn't trust people to make up their minds. That's why she's so dedicated to censorship.   2) Donald Trump and RFK defied our corrupt leadership, and the oligarchs hate them for it",negative,-0.5908
Wed Aug 28 17:26:10 +0000 2024,"I do not represent @RobertKennedyJr in anyway shape or form, I speak only for myself &amp; what I feel is best for America.  I spent 1 1/2 years working to get RFKJrs name out there. I collected signatures, held spaces, did a money bomb, spent well over a thousand dollars on his…",positive,0.4767
Wed Aug 28 17:19:34 +0000 2024,This is a massive story. Kamala Harris's administration encouraged Facebook to censor information about Donald Trump.   President Trump will fight for your ability to speak your mind.  Kamala Harris would rather shut you up than persuade you. Some leader,negative,-0.2023
Wed Aug 28 02:59:58 +0000 2024,"🚨🚨At the Friday Trump rally, Turning Point Action registered 642 voters!!  Kaboom!!",neutral,0.0
Wed Aug 28 01:39:37 +0000 2024,Loved having mom on the campaign trail today! I think her favorite stop was the A&amp;W in Michigan for root beer floats.   Thanks to everyone for making her feel so welcome. 69 days to victory!,positive,0.9194
Wed Aug 28 01:15:29 +0000 2024,The thing is: she's Biden's Vice President.,neutral,0.0
Tue Aug 27 19:57:10 +0000 2024,"The American Dream may feel out of reach right now, but things are going to change come Election Day.  States like Michigan are going to lead the Great American Comeback, and we're going to do it by electing Donald J. Trump the next President of the United States.",positive,0.9343
Tue Aug 27 18:01:38 +0000 2024,The only American citizen who has benefitted from the last 4 years of Kamala Harris as Vice President is Kamala Harris herself.,positive,0.4019
Tue Aug 27 15:25:30 +0000 2024,Walz said he served in a war and he didnt.   Walz said his children were conceived via IVF and they weren't (just a bonkers lie).   Forgive us for thinking that a person without integrity shouldn't go anywhere near the oval office.,negative,-0.6103
Tue Aug 27 12:28:43 +0000 2024,"Kamala Harris is a fake.  If she wants to build the border wall, she could start right now!",negative,-0.5255
Tue Aug 27 01:15:49 +0000 2024,"I was a Democrat for over 20 years. Today, I endorsed Donald Trump for President.   WATCH to hear why:",positive,0.25
Mon Aug 26 23:56:47 +0000 2024,Kamala Harris wants a promotion but refuses to interview for the job.,neutral,0.0
Mon Aug 26 20:42:34 +0000 2024,I participated in a call just a few hours ago with a number of families who lost kids in Afghanistan 3 years ago.   They were most angry at the lack of accountability and transparency about why their kids died.   Kamala Harris is the Vice President. She should do something NOW,negative,-0.8883
Mon Aug 26 13:16:39 +0000 2024,"Three years ago, 13 Americans lost their lives during the botched Afghanistan withdrawal. They should be here with us today.  May God rest their souls.",neutral,-0.0258
Mon Aug 26 13:07:20 +0000 2024,Kamala Harris wants to bankrupt Medicare by giving it to illegal aliens.   Donald Trump wants to keep promises made to American citizens.   Big difference!,negative,-0.5411
Mon Aug 26 02:54:18 +0000 2024,"Who is negotiating for us in the Middle East? Bombs are dropping all over the place! Sleepy Joe is sleeping on a Beach in California, viciously Exiled by the Democrats, and Comrade Kamala is doing a campaign bus tour with Tampon Tim, her really bad V.P. Pick. Let’s not have World…",negative,-0.7495
Sun Aug 25 13:55:56 +0000 2024,"To fix the immigration problem, we need to stop catch and release. We need to stop granting asylum to every single person who comes here, and we need to stop granting mass parole.  In other words, we need to fire Kamala Harris and let President Donald Trump do what he does best.",negative,-0.2263
Sat Aug 24 15:03:33 +0000 2024,"My grandmother loved two politicians in her entire life. FDR and RFK.   I wish I could see her reaction to RFK's son and namesake--and let's be honest, the most authentic to his dad's legacy--endorsing the people's president, Donald J. Trump.   Historic.",positive,0.872
Sat Aug 24 02:59:06 +0000 2024,"PRESIDENT TRUMP: ""I also want to salute Bobby’s decades of work as an advocate for the health of our families and children. Millions of Americans who want clean air, clean water, and a healthy nation have concerns about toxins in our environment and pesticides in our food.…",positive,0.8271
Sat Aug 24 02:34:34 +0000 2024,"When a lifelong Democrat, from an iconic Democrat family, who tried to run as a Democrat, and who’s running mate was a Democrat, warns you about the dangers of voting for the Democrat in this election, you should probably listen.",negative,-0.5574
Sat Aug 24 00:31:01 +0000 2024,"WATCH: RFK Jr's full remarks with President Trump in Arizona.    He gives a very powerful case for President Trump, talking about censorship and taking back government from corporate power and the Neo-cons.",positive,0.4754
Fri Aug 23 23:21:31 +0000 2024,"My grandparents were blue dog Democrats. They believed Democrats stood for working people.  But working people don't like open borders or censorship.   As RFK made clear today, that old Democratic Party has been destroyed by Kamala Harris.",neutral,-0.0039
Fri Aug 23 19:03:03 +0000 2024,"This is an extremely powerful argument about why the Democrats left so much of America behind.   Kamala Harris's party is the party of big tech, censorship, and big money. It's as simple as that.",positive,0.6922
Fri Aug 23 18:58:49 +0000 2024,"Kamala Harris can't say ""here are all the ways I've made your life better"" because her policies made food and housing more expensive.  The Democrats' argument is: you're a bad person if you vote for Donald Trump.   It's insulting and the American people won't buy it.",negative,-0.743
Thu Aug 22 19:36:53 +0000 2024,Kamala opened the border.  President Trump closed it once and will do it again.   It's really that simple.,neutral,0.0
Thu Aug 22 18:30:51 +0000 2024,".@JDVance: ""We're here not far from where Laken Riley was born and raised. A beautiful, beautiful young girl, who would still be here today if Kamala Harris had done her job...""",positive,0.8316
Thu Aug 22 18:20:27 +0000 2024,".@JDVance: ""Donald Trump respects the American people enough to go out and earn their vote instead of being expected to be given their vote.""",positive,0.3182
Thu Aug 22 04:57:33 +0000 2024,".@JDVance: President Trump and I are advancing policies that are going to lower the cost of housing, lower the cost of food, secure the southern border, and raise wages for the middle class.  Kamala can't run on any of that — because her policies CAUSED these problems.",negative,-0.5719
Wed Aug 21 21:43:43 +0000 2024,Stolen Valor Tim Walz abandoned his troops so he could run for political office. Don’t take my word for it. Listen to the men he served with.,negative,-0.7351
Wed Aug 21 21:37:59 +0000 2024,".@JDVance: ""President Trump and I have a message to all the criminal illegals who flooded across Kamala's wide open southern border: Pack your bags because in 6 months, you are going home.""",negative,-0.5267
Wed Aug 21 19:59:40 +0000 2024,"This is incredible.  During his first outdoor rally using bulletproof glass panels following the assassination attempt, President Trump leaves the enclosure to check on an attendee who has passed out.   A man of the people.",negative,-0.5994
Wed Aug 21 19:27:30 +0000 2024,"STRAIGHT FIRE FROM FUTURE VP VANCE 🔥  ""Donald Trump is the person who prevented nuclear war, and if we are not careful, Kamala Harris is going to walk us right into nuclear war. We outta kick her out!""",negative,-0.8731
Wed Aug 21 17:46:44 +0000 2024,Stolen Valor Tim Walz lies so much that I wouldn't be surprised if in his next speech he claimed he survived an assassination attempt in Pennsylvania.,negative,-0.8056
Wed Aug 21 16:11:28 +0000 2024,lmao,positive,0.5994
Wed Aug 21 14:42:11 +0000 2024,"You won't hear it in Tim Walz's speech tonight, but he has a serious problem with the truth. Proud of these veterans for correcting the record.",positive,0.4767
Wed Aug 21 00:02:52 +0000 2024,".@JDVance: ""My little theory about why they decided to have the convention in Chicago: Tim Walz has been going around saying that he served in war and maybe they did it in Chicago so he could accurately say he visited a combat zone.""",negative,-0.743
Tue Aug 20 19:38:42 +0000 2024,.@JDVance greets supporters in Kenosha,positive,0.5423
Tue Aug 20 19:22:35 +0000 2024,It was great to meet you and your lovely family! Wishing them a great start to the school year next week :),positive,0.9531
Tue Aug 20 18:44:50 +0000 2024,"REPORTER: ""How are you preparing for a debate with Tim Walz?""  @JDVance: ""Well I found a good friend from back home who embellishes and lies a lot and I'm having him stand in for Tim Walz.""",positive,0.6597
Tue Aug 20 15:27:41 +0000 2024,"Kamala Harris's ""net zero"" energy policies mean higher electricity bills for American families, an unstable electricity grid, and less manufacturing in the United States.   Read my op-ed here:",positive,0.34
Tue Aug 20 14:41:23 +0000 2024,Today it came out that Tim Walz had lied about having a family via IVF. Who lies about something like that?,negative,-0.4404
Tue Aug 20 13:59:50 +0000 2024,What the hell is this?  Why is @AndyBeshearKY wishing that a member of my family would get raped?!?  What a disgusting person.,negative,-0.9264
Tue Aug 20 12:42:40 +0000 2024,"Kamala Harris spoke for 2 minutes last night at the DNC, which was enough time for her to list all of her successes as Vice President and still have a minute and 45 seconds to kill.",negative,-0.2732
Tue Aug 20 00:39:29 +0000 2024,"JD Vance: Kamala is a phantom. There's no evidence she believes what she says. She's not talking to the media, and her entire argument so far is that if you make her president, she'll somehow fix the inflation and border crisis that was caused by her leadership.",negative,-0.8316
Mon Aug 19 23:31:18 +0000 2024,"He's right!   12,000 factories came back to our country thanks to President Trump. Imagine what we could do with another four years of smart leadership.",positive,0.7088
Mon Aug 19 22:02:12 +0000 2024,Given that Kamala Harris wants to defund the police maybe she should have them stand down and let the protesters do whatever they want.,negative,-0.1531
Mon Aug 19 20:29:10 +0000 2024,"Kamala Harris promising to give welfare, amnesty, and voting rights to millions of illegal immigrants. Just kicking the citiziens of your own country when they're down.",negative,-0.2263
Mon Aug 19 18:14:06 +0000 2024,"I know @Tim_Walz has made a habit of lying about his record, but after talking such a big game about wanting to debate me, why is he running like a coward and refusing to agree to two debates? I even gave him home court advantage on CNN, yet he's still refusing to deploy - AGAIN.",negative,-0.6486
Mon Aug 19 12:57:57 +0000 2024,She can't answer basic questions about how she plans to pay for her agenda.   This is not a person ready to be President of the United States.,positive,0.0747
Sun Aug 18 14:20:05 +0000 2024,Twelve thousand American factories were built during Donald Trump's administration. Prices were low and take home pay was high.  The entire argument of the Kamala Harris campaign boils down to asking voters to forget how good things were when Donald Trump was president.,negative,-0.4588
Sun Aug 18 14:13:01 +0000 2024,".@JDVance: ""When Donald Trump was president, we had stable prices, we had prosperity, we had higher take home pay for Americans workers, and we had peace across the world... We actually have a vision for bringing down food costs, energy costs, and making housing more affordable""",positive,0.8126
Sat Aug 17 19:11:13 +0000 2024,RIP Corey Comperatore🙏,neutral,0.0
Sat Aug 17 16:57:22 +0000 2024,"Kamala Harris's ""proposal"" to do something about food prices is so absurd that she can't even pronounce the words for the problem she's describing.   The other tell that it's all fake: she's the sitting vice president. If she'd like to implement these policies, she could!",negative,-0.5562
Sat Aug 17 00:13:46 +0000 2024,Sounds like she’s gonna vote for Donald Trump.,positive,0.3612
Fri Aug 16 19:33:12 +0000 2024,".@JDVance: ""I talked to one Sheriff who lives an hour away from downtown Milwaukee. Even though he lives an hour away, he has Mexican drug cartel members who have been doing business selling drugs and harming the citizens of his community. When you hear Republicans say 'every…",negative,-0.5574
Fri Aug 16 17:41:10 +0000 2024,🚔BREAKING🚔“Milwaukee Police Association Endorses Trump-Vance” #LESM,positive,0.34
Fri Aug 16 14:06:44 +0000 2024,"Kamala Harris wants to give $25,000 to illegal aliens to buy American homes. This will only further exacerbate the housing shortage in our country. It's a disgrace.   We should be making it easier and more affordable for American citizens to buy homes.",negative,-0.7184
Fri Aug 16 12:52:57 +0000 2024,Kamala Harris will soon propose that we finish the border wall and Make America Great Again.  No one should be fooled by the fake campaign copying President Trump's vision.   The difference is: Trump actually lowered prices as president; Harris is in power *now* and does nothing,negative,-0.3182
Thu Aug 15 13:29:23 +0000 2024,"The American people deserve as many debates as possible, which is why President Trump has challenged Kamala to three of them already. Not only do I accept the CBS debate on October 1st, I accept the CNN debate on September 18th as well. I look forward to seeing you at both!",negative,-0.4515
Thu Aug 15 01:00:22 +0000 2024,President Trump offers hope and a vision to Make America Great Again.,positive,0.8402
Wed Aug 14 20:03:23 +0000 2024,"Inflation is not over.  If you want to bring back affordable groceries and housing, elect Donald J. Trump.",positive,0.0772
Wed Aug 14 19:14:14 +0000 2024,J.D. Vance lays out the damning case against Kamala Harris inflation:  Gas prices ⬆️ 50% Housing costs ⬆️ 2X Grocery prices ⬆️ 21%  Americans with multiple jobs to make ends meet at a new all-time record.,negative,-0.34
Wed Aug 14 15:34:02 +0000 2024,Donald Trump wants to cut taxes on social security so our seniors don't have to scrape by in retirement.,positive,0.0772
Wed Aug 14 13:34:07 +0000 2024,Kamala Harris has pursued a policy of allowing large numbers of unvetted migrants into our country.   It has led to predictable and extremely tragic results.,negative,-0.5095
Tue Aug 13 21:41:57 +0000 2024,"Hi Tim, I thank you for your service.   But you shouldn't have lied about it. You shouldn't have said you went to war when you didn't. Nor should you have said that you didn't know your unit was going to Iraq.  Happy to discuss more in a debate.",positive,0.4983
Tue Aug 13 17:27:56 +0000 2024,You're not weird for believing that inflation is making it harder to afford your groceries.,positive,0.1326
Tue Aug 13 01:27:47 +0000 2024,Trump doing very well,positive,0.3384
Mon Aug 12 23:54:03 +0000 2024,Everyone tune in to the space that will break the internet. President Trump continues to answer questions and take his message directly to the people.  #WheresKamala,neutral,0.0
Mon Aug 12 22:44:49 +0000 2024,"Kamala Harris opened the border by design. She said she wanted to do it, she ran on doing it, and she governed from ""day one"" to do it.",neutral,0.0
Mon Aug 12 13:45:05 +0000 2024,President Trump is asking you to like this post.  President Trump will be interviewed by Elon Musk on Monday at 8 pm Eastern.  Like this post to be notified when the interview begins.  IT WILL BE THE INTERVIEW OF THE CENTURY!  MAKE AMERICA GREAT AGAIN!  #TrumpOnX,positive,0.8864
Mon Aug 12 00:47:25 +0000 2024,"Walz will be ordered to do battle with the media, but will cancel the interview the day before and then tell everyone he did it anyways.",negative,-0.5106
Sun Aug 11 23:10:42 +0000 2024,"At a time when corporate media and foreign governments are suppressing the truth, we're taking you closer to it. Our new, independent documentary series is the most honest look at the world of Donald Trump, taking you into his inner circle and campaign.  Here's a first look at…",positive,0.7089
Sun Aug 11 19:36:04 +0000 2024,I enjoyed sitting down with three of the major networks today to answer the tough questions any leader should answer. Kamala Harris has done as many tough interviews as Tim Walz has battlefield deployments.,negative,-0.0772
Sun Aug 11 13:38:05 +0000 2024,Kamala Harris isn’t running a presidential campaign. She’s producing a movie. Everything is scripted everywhere she goes.  She’s fundamentally a fake person who changes her tune depending on what audience she’s in front of.,negative,-0.4767
Sun Aug 11 13:31:34 +0000 2024,It really is that simple. Donald Trump and I want a government that puts the interests of our citizens first. Kamala Harris has pursued a policy of open borders and higher prices.,positive,0.3182
Sun Aug 11 02:22:37 +0000 2024,Given that she runs the government why doesn't she do it now?,neutral,0.0
Sun Aug 11 00:04:37 +0000 2024,"The Tim Walz ""mind your own business"" line is so fake. The dude encouraged neighbors to spy on and report one another for COVID violations. He and Kamala Harris want to take children away from their parents if the parents don't like sex changes.   Give me a break.",negative,-0.7718
Sat Aug 10 22:57:41 +0000 2024,We have the best workers and the most gifted people in the world.  We're held back by corrupt leadership that gets rich from American decline.  Kamala Harris's border crisis gives her donors cheap labor and her party new voters.   President Trump will fight for Americans first.,positive,0.5859
Fri Aug 09 18:06:49 +0000 2024,If we could convince Kamala Harris that illegal aliens are actually journalists trying to ask her questions she'd build that border wall in five seconds.,negative,-0.3818
Fri Aug 09 16:04:42 +0000 2024,"Kamala Harris cast the deciding vote for the Green New Scam, which sent mortgate rates through the roof. As border czar, she let millions of illegal aliens compete with Americans for scarce housing.   President Trump and I will fight for your ability to afford a nice home.",negative,-0.7003
Fri Aug 09 00:49:21 +0000 2024,It’s easy to sit in the comfort and safety of a @CNN studio and trivialize the service of countless men and women who risked their lives. I served with some of the people mentioned in this thread. I miss them all very much. Shameful of @brikeilarcnn to slander an entire MOS.,neutral,0.0314
Thu Aug 08 21:12:34 +0000 2024,"How long has Kamala Harris known that Joe Biden was mentally unfit? She says she will work to end inflation on ""day one"" in her scripted speeches, but ""day one"" for her was over three years ago. What's she been doing?  The media ought to ask her about all of this.  #wheresKamala",neutral,0.0
Thu Aug 08 18:53:23 +0000 2024,President Trump is taking questions from reporters as Kamala Harris hides behind a teleprompter.   It's been 18 days since she answered real questions from the media.   #wheresKamala,negative,-0.1779
Thu Aug 08 17:51:24 +0000 2024,"Brianna this is disgusting, and you and your entire network should be ashamed of yourselves.  When I got the call to go to Iraq, I went.   Tim Walz said he carried a gun in a war. Did he? No. It was a lie.",negative,-0.9325
Wed Aug 07 20:53:17 +0000 2024,"It's been 17 days since Kamala Harris became the presumptive Democrat nominee, and she still hasn't sat for a single media interview.   #WheresKamala",neutral,0.0
Wed Aug 07 19:46:59 +0000 2024,This Entourage reboot is going to be awesome,positive,0.6249
Wed Aug 07 18:31:48 +0000 2024,"I thought the reporters traveling with Kamala might be a little lonely given that she never answers questions from them, so I figured I’d come say hello and check out my new plane while I was at it.",negative,-0.2975
Wed Aug 07 14:53:41 +0000 2024,"You know what really bothers me about Tim Walz?  When the US Marine Corps asked me to go to Iraq to serve my country, I did it.   When Tim Walz was asked by his country to go to Iraq, he dropped out of the Army and allowed his unit to go without him. I think that's shameful.",negative,-0.6478
Tue Aug 06 20:25:51 +0000 2024,It's been 16 days since Kamala Harris became the presumptive nominee of the Democrat Party and she still hasn't sat for a single interview with the media.   #WheresKamala,positive,0.4019
Tue Aug 06 17:59:14 +0000 2024,JD Slaughtering the Fake News nonstop 🔥🔥🔥,negative,-0.4767
Tue Aug 06 17:39:00 +0000 2024,".@JDVance comes out swinging against a reporter who told him that his remarks on families were ""offensive to millions of women.""  ""What I said is very simple: I think American families are good and government policy should be more pro-family. If the media wants to get offended…",neutral,-0.0258
Tue Aug 06 14:20:11 +0000 2024,"We continue to pray for the American servicemembers hurt in Al-Asad, Iraq, and hope the news doesn't get worse.   I served in Al-Asad. Kamala Harris has invited chaos to reign all over the world, and our troops suffer because of it.",negative,-0.5921
Tue Aug 06 01:59:50 +0000 2024,"Usha Vance talks about the importance of family to @JDVance on Fox &amp; Friends:  ""He knows he would not be anywhere near where he is if he hadn't had family members who were looking out for him every step of the way...I think that JD needs family to thrive.""",positive,0.6808
Mon Aug 05 23:53:24 +0000 2024,It's been 15 days since Kamala Harris became the presumptive nominee of the Democrat Party and she still hasn't sat for a single interview with the media.       #WheresKamala,positive,0.4019
Mon Aug 05 13:59:59 +0000 2024,This moment could set off a real economic calamity around the globe. It requires steady leadership--the kind President Trump delivered for four years.   Kamala Harris is too afraid to answer media questions and cannot lead us in these troubled times.   #WheresKamala,positive,0.1027
Sun Aug 04 21:39:59 +0000 2024,Great job by @ByronDonalds here.   I wonder if George Stephonopoulos realizes how ridiculous he looks when he gets hostile with Byron while the presumptive Democrat nominee hides from the press. 14 days and counting!,negative,-0.2481
Sun Aug 04 15:32:22 +0000 2024,"It's a national tragedy that the Kamala-Biden inflation is making it harder for Americans to put food on the table for their families.  If you work hard and play by the rules, you deserve an economy where things are affordable. President Trump will end this affordability crisis.",negative,-0.8176
Sun Aug 04 14:45:04 +0000 2024,It's been 14 days since Kamala Harris became the presumptive nominee of the Democrat Party and she still hasn't sat for a single interview with the media.     #WheresKamala,positive,0.4019
Sun Aug 04 00:24:41 +0000 2024,It’s been 13 days since Kamala Harris became the presumptive nominee of the Democrat Party and she still hasn't sat for a single interview with the media.   #WheresKamala?,positive,0.4019
Sat Aug 03 22:21:46 +0000 2024,"Let's have a national conversation about weird, Kamala.",negative,-0.1779
Fri Aug 02 22:01:00 +0000 2024,"I think it's pretty weird for adults to sterilize little kids by giving them hormone therapy. I know Kamala Harris disagrees with me on this and considers it to be totally ""normal.""",positive,0.3262
Fri Aug 02 19:00:02 +0000 2024,The Kamala Harris economy is already a nightmare for native born American citizens and she wants to make it worse by giving mass amnesty to millions of illegals.,negative,-0.1779
Fri Aug 02 18:12:42 +0000 2024,Full Send Podcast w/ @JDVance,neutral,0.0
Fri Aug 02 16:32:00 +0000 2024,How does it help working-class families in our country to have an economy that benefits the foreign-born more than native-born American citizens? Maybe the media should ask Kamala Harris about this?,positive,0.6868
Fri Aug 02 13:57:05 +0000 2024,Kamala sounds like a third grader giving a book report on a book she didn’t read.,positive,0.5994
Fri Aug 02 12:04:37 +0000 2024,It's amazing that journalists can look themselves in the mirror while letting this person coast to a major party nomination for president.   Is anyone going to ask this person a question?,positive,0.7579
Fri Aug 02 00:57:37 +0000 2024,This was a lot of fun.,positive,0.5106
Thu Aug 01 19:24:02 +0000 2024,President Trump answers tough questions all the time. I regularly do interviews with mainstream media (I did four this morning).   Why is the media OK with Kamala Harris avoiding tough questions?   Aren't Americans entitled to learn about the people who want to lead them?,negative,-0.3272
Thu Aug 01 18:57:39 +0000 2024,"This is where Kamala Harris's ideas about gender lead: to a grown man pummeling a woman in a boxing match. This is disgusting, and all of our leaders should condemn it.",negative,-0.7184
Thu Aug 01 16:41:47 +0000 2024,Our border czar Kamala Harris opened up the border by design. Now real people are suffering.,negative,-0.4767
Thu Aug 01 02:44:33 +0000 2024,Can anyone in the Fake News explain why Kamala Harris was pretending to have a southern accent earlier this week?   She makes Hillary Clinton look authentic.,negative,-0.4019
Wed Jul 31 20:16:31 +0000 2024,"President Trump walked right into the NABJ conference and showed he had the courage to take tough questions, while Kamala Harris continues to hide from any scrutiny or unfriendly media like the coward she is.",negative,-0.25
